date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:58:12	33012/33012	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202017%2013:38:51%20GMT	http://www.on3-step.com/tf/luxury/html/index-rev-slider.html	C:/Users/HP/Downloads/who/www.on3-step.com/tf/luxury/html/index-rev-slider.html	(from )
07:58:12	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2013%20Sep%202023%2007:02:28%20GMT	http://www.on3-step.com/robots.txt		(from )
07:58:13	3368/3368	---M--	200	added ('OK')	image/png	date:Fri,%2004%20Aug%202017%2010:07:08%20GMT	http://www.on3-step.com/tf/luxury/html/img/favicon.png	C:/Users/HP/Downloads/who/www.on3-step.com/tf/luxury/html/img/favicon.png	(from http://www.on3-step.com/tf/luxury/html/index-rev-slider.html)
07:58:14	121205/121205	---M-Z	200	added ('OK')	text/css	date:Sun,%2023%20Jul%202017%2013:23:46%20GMT	http://www.on3-step.com/tf/luxury/html/css/bootstrap.min.css	C:/Users/HP/Downloads/who/www.on3-step.com/tf/luxury/html/css/bootstrap.min.css	(from http://www.on3-step.com/tf/luxury/html/index-rev-slider.html)
07:58:14	3958/3958	---M-Z	200	added ('OK')	text/css	date:Mon,%2014%20Aug%202017%2005:22:28%20GMT	http://www.on3-step.com/tf/luxury/html/css/jquery.dateselect.css	C:/Users/HP/Downloads/who/www.on3-step.com/tf/luxury/html/css/jquery.dateselect.css	(from http://www.on3-step.com/tf/luxury/html/index-rev-slider.html)
07:58:15	16435/16435	---M-Z	200	added ('OK')	text/css	date:Fri,%2023%20May%202014%2014:31:42%20GMT	http://www.on3-step.com/tf/luxury/html/css/themify-icons.css	C:/Users/HP/Downloads/who/www.on3-step.com/tf/luxury/html/css/themify-icons.css	(from http://www.on3-step.com/tf/luxury/html/index-rev-slider.html)
07:58:16	37414/37414	---M-Z	200	added ('OK')	text/css	date:Tue,%2025%20Oct%202016%2020:24:30%20GMT	http://www.on3-step.com/tf/luxury/html/font-awesome/css/font-awesome.css	C:/Users/HP/Downloads/who/www.on3-step.com/tf/luxury/html/font-awesome/css/font-awesome.css	(from http://www.on3-step.com/tf/luxury/html/index-rev-slider.html)
07:58:16	2224/2224	---M-Z	200	added ('OK')	text/css	date:Sun,%2016%20Jun%202013%2015:53:36%20GMT	http://www.on3-step.com/tf/luxury/html/css/fullscreen.css	C:/Users/HP/Downloads/who/www.on3-step.com/tf/luxury/html/css/fullscreen.css	(from http://www.on3-step.com/tf/luxury/html/index-rev-slider.html)
07:58:17	27198/27198	---M-Z	200	added ('OK')	text/css	date:Sun,%2021%20May%202017%2018:42:20%20GMT	http://www.on3-step.com/tf/luxury/html/rs-plugin/css/settings.css	C:/Users/HP/Downloads/who/www.on3-step.com/tf/luxury/html/rs-plugin/css/settings.css	(from http://www.on3-step.com/tf/luxury/html/index-rev-slider.html)
07:58:17	948/948	---M-Z	200	added ('OK')	text/css	date:Tue,%2015%20Aug%202017%2010:20:22%20GMT	http://www.on3-step.com/tf/luxury/html/css/rev-settings.css	C:/Users/HP/Downloads/who/www.on3-step.com/tf/luxury/html/css/rev-settings.css	(from http://www.on3-step.com/tf/luxury/html/index-rev-slider.html)
07:58:18	69762/69762	---M-Z	200	added ('OK')	text/css	date:Fri,%2025%20Aug%202017%2002:43:32%20GMT	http://www.on3-step.com/tf/luxury/html/css/animated-on3step.css	C:/Users/HP/Downloads/who/www.on3-step.com/tf/luxury/html/css/animated-on3step.css	(from http://www.on3-step.com/tf/luxury/html/index-rev-slider.html)
07:58:18	1589/1589	---M-Z	200	added ('OK')	text/css	date:Sun,%2014%20May%202017%2021:45:40%20GMT	http://www.on3-step.com/tf/luxury/html/css/owl.carousel.css	C:/Users/HP/Downloads/who/www.on3-step.com/tf/luxury/html/css/owl.carousel.css	(from http://www.on3-step.com/tf/luxury/html/index-rev-slider.html)
07:58:19	1665/1665	---M-Z	200	added ('OK')	text/css	date:Mon,%2012%20May%202014%2016:56:24%20GMT	http://www.on3-step.com/tf/luxury/html/css/owl.theme.css	C:/Users/HP/Downloads/who/www.on3-step.com/tf/luxury/html/css/owl.theme.css	(from http://www.on3-step.com/tf/luxury/html/index-rev-slider.html)
07:58:19	4476/4476	---M-Z	200	added ('OK')	text/css	date:Tue,%2013%20May%202014%2000:20:38%20GMT	http://www.on3-step.com/tf/luxury/html/css/owl.transitions.css	C:/Users/HP/Downloads/who/www.on3-step.com/tf/luxury/html/css/owl.transitions.css	(from http://www.on3-step.com/tf/luxury/html/index-rev-slider.html)
07:58:20	75529/75529	---M-Z	200	added ('OK')	text/css	date:Thu,%2007%20Sep%202017%2011:01:36%20GMT	http://www.on3-step.com/tf/luxury/html/css/on3step-style.css	C:/Users/HP/Downloads/who/www.on3-step.com/tf/luxury/html/css/on3step-style.css	(from http://www.on3-step.com/tf/luxury/html/index-rev-slider.html)
07:58:21	7778/7778	---M-Z	200	added ('OK')	text/css	date:Sun,%2020%20Aug%202017%2002:33:14%20GMT	http://www.on3-step.com/tf/luxury/html/css/queries-on3step.css	C:/Users/HP/Downloads/who/www.on3-step.com/tf/luxury/html/css/queries-on3step.css	(from http://www.on3-step.com/tf/luxury/html/index-rev-slider.html)
07:58:21	26197/26197	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202017%2013:38:46%20GMT	http://www.on3-step.com/tf/luxury/html/index.html	C:/Users/HP/Downloads/who/www.on3-step.com/tf/luxury/html/index.html	(from http://www.on3-step.com/tf/luxury/html/index-rev-slider.html)
07:58:21	2560/2560	---M--	200	added ('OK')	image/png	date:Tue,%2015%20Aug%202017%2011:10:24%20GMT	http://www.on3-step.com/tf/luxury/html/img/logo-white.png	C:/Users/HP/Downloads/who/www.on3-step.com/tf/luxury/html/img/logo-white.png	(from http://www.on3-step.com/tf/luxury/html/index-rev-slider.html)
07:58:22	2565/2565	---M--	200	added ('OK')	image/png	date:Tue,%2015%20Aug%202017%2011:10:04%20GMT	http://www.on3-step.com/tf/luxury/html/img/logo-black.png	C:/Users/HP/Downloads/who/www.on3-step.com/tf/luxury/html/img/logo-black.png	(from http://www.on3-step.com/tf/luxury/html/index-rev-slider.html)
07:58:22	34478/34478	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202017%2013:38:51%20GMT	http://www.on3-step.com/tf/luxury/html/index-slider.html	C:/Users/HP/Downloads/who/www.on3-step.com/tf/luxury/html/index-slider.html	(from http://www.on3-step.com/tf/luxury/html/index-rev-slider.html)
07:58:23	29937/29937	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202017%2013:38:41%20GMT	http://www.on3-step.com/tf/luxury/html/index-2-column.html	C:/Users/HP/Downloads/who/www.on3-step.com/tf/luxury/html/index-2-column.html	(from http://www.on3-step.com/tf/luxury/html/index-rev-slider.html)
07:58:24	35576/35576	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202017%2013:38:50%20GMT	http://www.on3-step.com/tf/luxury/html/index-onepage.html	C:/Users/HP/Downloads/who/www.on3-step.com/tf/luxury/html/index-onepage.html	(from http://www.on3-step.com/tf/luxury/html/index-rev-slider.html)
07:58:25	17765/17765	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202017%2014:28:34%20GMT	http://www.on3-step.com/tf/luxury/html/intro/index.html	C:/Users/HP/Downloads/who/www.on3-step.com/tf/luxury/html/intro/index.html	(from http://www.on3-step.com/tf/luxury/html/index-rev-slider.html)
07:58:25	27683/27683	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202017%2013:38:41%20GMT	http://www.on3-step.com/tf/luxury/html/about.html	C:/Users/HP/Downloads/who/www.on3-step.com/tf/luxury/html/about.html	(from http://www.on3-step.com/tf/luxury/html/index-rev-slider.html)
07:58:25	32710/32710	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202017%2013:38:39%20GMT	http://www.on3-step.com/tf/luxury/html/about-2.html	C:/Users/HP/Downloads/who/www.on3-step.com/tf/luxury/html/about-2.html	(from http://www.on3-step.com/tf/luxury/html/index-rev-slider.html)
07:58:26	28400/28400	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202017%2013:38:52%20GMT	http://www.on3-step.com/tf/luxury/html/typography.html	C:/Users/HP/Downloads/who/www.on3-step.com/tf/luxury/html/typography.html	(from http://www.on3-step.com/tf/luxury/html/index-rev-slider.html)
07:58:26	22634/22634	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202017%2013:38:50%20GMT	http://www.on3-step.com/tf/luxury/html/service.html	C:/Users/HP/Downloads/who/www.on3-step.com/tf/luxury/html/service.html	(from http://www.on3-step.com/tf/luxury/html/index-rev-slider.html)
07:58:27	22630/22630	---M-Z	200	added ('OK')	text/html	date:Thu,%2030%20Nov%202017%2013:38:50%20GMT	http://www.on3-step.com/tf/luxury/html/service-1.html	C:/Users/HP/Downloads/who/www.on3-step.com/tf/luxury/html/service-1.html	(from http://www.on3-step.com/tf/luxury/html/index-rev-slider.html)
